Author,Book,Year,Title,Theme,Poem,Meter
Évariste de Parny,Poésies érotiques,1778,L'absence,Absence,"Huit jours sont écoulés depuis que dans ces plaines 
Un devoir importun a retenu mes pas. 
Croyez à ma douleur, mais ne l'éprouvez pas. 
Puissiez-vous de l'amour ne point sentir les peines !

Le bonheur m'environne en ce riant séjour. 
De mes jeunes amis la bruyante allégresse 
Ne peut un seul moment distraire ma tristesse ; 
Et mon cœur aux plaisirs est fermé sans retour. 
Mêlant à leur gaîté ma voix plaintive et tendre, 
Je demande à la nuit, je redemande au jour 
Cet objet adoré qui ne peut plus m'entendre. 
Loin de vous autrefois je supportais l'ennui ; 
L'espoir me consolait : mon amour aujourd'hui 
Ne sait plus endurer les plus courtes absences ; 
Tout ce qui n'est pas vous me devient odieux. 
Ah ! vous m'avez ôté toutes mes jouissances ; 
J'ai perdu tous les goûts qui me rendaient heureux.
Vous seule me restez, ô mon Éléonore ! 
Mais vous me suffirez, j'en atteste les dieux ; 
Et je n'ai rien perdu, si vous m'aimez encore.",vers libre
Marceline Desbordes-Valmore,Mélanges,1830,L'absence,Absence,"Quand je me sens mourir du poids de ma pensée, 
Quand sur moi tout mon sort assemble sa rigueur, 
D'un courage inutile affranchie et lassée, 
Je me sauve avec toi dans le fond de mon cœur !

Tu grondes ma tristesse, et, triste de mes larmes, 
De tes plus doux accents tu me redis les charmes : 
J'espère ! ... car ta voix, plus forte que mon sort, 
De mes chagrins profonds triomphe sans effort.

Je ne sais ; mais je crois qu'à tes regrets rendue, 
Dans ces seuls entretiens tu m'as tout entendue. 
Tu ne dis pas : « Ce soir ! » Tu ne dis pas : « Demain ! » 
Non, mais tu dis : « Toujours ! » en pleurant sur ma main.",alexandrin
Alphonse de Lamartine,Méditations poétiques,1820,L'isolement,Absence,"Souvent sur la montagne, à l'ombre du vieux chêne, 
Au coucher du soleil, tristement je m'assieds ; 
Je promène au hasard mes regards sur la plaine, 
Dont le tableau changeant se déroule à mes pieds.

Ici gronde le fleuve aux vagues écumantes ; 
Il serpente, et s'enfonce en un lointain obscur ; 
Là le lac immobile étend ses eaux dormantes 
Où l'étoile du soir se lève dans l'azur.

Au sommet de ces monts couronnés de bois sombres, 
Le crépuscule encor jette un dernier rayon ; 
Et le char vaporeux de la reine des ombres 
Monte, et blanchit déjà les bords de l'horizon.

Cependant, s'élançant de la flèche gothique, 
Un son religieux se répand dans les airs : 
Le voyageur s'arrête, et la cloche rustique 
Aux derniers bruits du jour mêle de saints concerts.

Mais à ces doux tableaux mon âme indifférente 
N'éprouve devant eux ni charme ni transports ; 
Je contemple la terre ainsi qu'une ombre errante 
Le soleil des vivants n'échauffe plus les morts.

De colline en colline en vain portant ma vue, 
Du sud à l'aquilon, de l'aurore au couchant, 
Je parcours tous les points de l'immense étendue, 
Et je dis : "" Nulle part le bonheur ne m'attend. ""

Que me font ces vallons, ces palais, ces chaumières, 
Vains objets dont pour moi le charme est envolé ? 
Fleuves, rochers, forêts, solitudes si chères, 
Un seul être vous manque, et tout est dépeuplé !

Que le tour du soleil ou commence ou s'achève,  
D'un oeil indifférent je le suis dans son cours ; 
En un ciel sombre ou pur qu'il se couche ou se lève, 
Qu'importe le soleil ? je n'attends rien des jours.

Quand je pourrais le suivre en sa vaste carrière, 
Mes yeux verraient partout le vide et les déserts : 
Je ne désire rien de tout ce qu'il éclaire ; 
Je ne demande rien à l'immense univers.

Mais peut-être au-delà des bornes de sa sphère, 
Lieux où le vrai soleil éclaire d'autres cieux, 
Si je pouvais laisser ma dépouille à la terre, 
Ce que j'ai tant rêvé paraîtrait à mes yeux !

Là, je m'enivrerais à la source où j'aspire ; 
Là, je retrouverais et l'espoir et l'amour, 
Et ce bien idéal que toute âme désire, 
Et qui n'a pas de nom au terrestre séjour !

Que ne puîs-je, porté sur le char de l'Aurore, 
Vague objet de mes voeux, m'élancer jusqu'à toi ! 
Sur la terre d'exil pourquoi resté-je encore ? 
Il n'est rien de commun entre la terre et moi.

Quand là feuille des bois tombe dans la prairie, 
Le vent du soir s'élève et l'arrache aux vallons ; 
Et moi, je suis semblable à la feuille flétrie : 
Emportez-moi comme elle, orageux aquilons !",vers libre
Marceline Desbordes-Valmore,Romances,1830,L'adieu,Adieu,"Adieu pour toujours, 
Mes amours ; 
Ne pleure pas, 
Tes pleurs ont trop d'appas ! 
Presse encor ma main ; 
Mais, demain, 
Il aura fui, 
Le bonheur d'aujourd'hui.

Quand une fleur 
Va perdre sa couleur, 
On n'y doit plus 
De regrets superflus : 
Et le flambeau, 
Dont l'éclat fut si beau, 
Quand il s'éteint, 
Cède au froid qui l'atteint.

Adieu pour toujours, 
Mes amours ; 
Ne pleure pas, 
Tes pleurs ont trop d'appas ! 
Presse encor ma main ; 
Mais, demain, 
Il aura fui, 
Le bonheur d'aujourd'hui.

Ton doux regard 
M'éclaira par hasard ; 
Et dans mes yeux 
Il répandit les cieux : 
Dès ce moment, 
Si fatal... si charmant, 
Mon cœur perdu 
Ne me fut pas rendu !

Adieu pour toujours, 
Mes amours ; 
Ne pleure pas, 
Tes pleurs ont trop d'appas ! 
Presse encor ma main ; 
Mais, demain, 
Il aura fui, 
Le bonheur d'aujourd'hui.",vers libre
Henri Durand,Poésies complètes,1858,Pour un lointain départ,Adieu,"Ô ciel natal ! toi que j'admire encore 
Lorsque l'hiver se couche aux pieds des monts, 
Sommets glacés, où rayonne l'aurore, 
Sublime autel des vœux que nous formons ! 
Votre beauté s'assombrit sous la nue, 
Un voile gris nous cache le ciel bleu, 
Car, moi, je pars ; hélas ! je vous salue : 
Adieu, ciel paternel ! adieu !

Partir, eh quoi ! partir quand la nature 
M'a réservé des dons si précieux, 
Quand sur le lac que le printemps azuré 
Mon jeune nid flotte encore sous les cieux ! 
L'oiseau grandit abrité sur la plage. 
Près de sa mère il renferme son vœu ; 
Mais moi, déjà, je dois fuir ton rivage ; 
Adieu, flot paternel ! adieu !

Il faut partir ; rives de mon enfance, 
Vous n'aurez plus que mes larmes d'un jour. 
Delà les mers quelle vaine espérance 
Pourra tromper ce doux et triste amour ? 
Voile que tend la brise matinale, 
Pampres dorés sur des coteaux de feu, 
Sombres manoirs, antique cathédrale, 
Adieu, bord paternel ! adieu !

Encore, hélas ! si ce bord était vide, 
Si nul regret n'y répondait au mien, 
Et si le temps, ce moissonneur avide, 
Près des tombeaux n'avait laissé plus rien !... 
Mais, dans ce jour qui m'arrache à ma mère, 
Frères, amis ! pour moi vous prîrez Dieu ; 
Je vais m'asseoir sous la porte étrangère ; 
Adieu ! toit paternel ! adieu !

Qui sait, qui sait si quelque jour encore 
Dans mon pays je vous reverrai tous ? 
Mais que m'importe, ou la mer qui dévore, 
Ou, sur ces bords, un tombeau près de vous ? 
Dieu nous bâtit au céleste rivage 
Un port divin où vogue notre espoir ; 
Nous marchons tous vers le même héritage, 
Adieu, mes amis ! au revoir !",vers libre
Henri Durand,Poésies complètes,1858,Les adieux,Adieu,"D'où me vient le poids qui m'oppresse ? 
Au sentier s'attache mon pas ; 
Fuyez, fantômes de jeunesse, 
Dans mon cœur ne vous levez pas ! 
Hélas ! l'aurore qui s'éveille 
De son manteau revêt les deux ; 
Pendant que le vallon sommeille, 
Jetons-lui mes tristes adieux.

Je te fuis, forêt solitaire 
Où je cueillais la fraise, enfant ; 
Où le soir, devant le mystère, 
Fuyait mon pied jeune et tremblant ! 
Rochers ! écho de la vallée, 
Toi qui répétais en ce lieu 
Ma chanson si vite envolée, 
Répète aujourd'hui mon adieu !

Pourquoi, dans l'ombre et la verdure, 
Elèves-tu ce toit chéri, 
Asile, où se leva si pure 
Une enfance qui m'a souri ? 
Hélas ! à ton âtre qui fume, 
L'hiver, je n'aurai plus de feu ; 
Ce n'est plus pour moi qu'il s'allume ; 
Adieu, toi paternel ! adieu !

Pour mon front il n'est plus d'ombrage 
Que le saule de mon tombeau, 
Adieu, chapelle du village 
Où le dimanche était si beau ! 
Et toi, gazon du cimetière, 
Où dorment ceux qui sont à Dieu, 
Fleurs du tombeau de notre mère, 
Qui naissiez sous mes pleurs, adieu !

D'où vient cette larme brûlante 
Dans mes yeux que j'ai cru séchés !... 
Cascade, ruine croulante ! 
Secret des ombrages cachés ! 
Sentier où s'égarait mon âme 
En s'enivrant dans son œil bleu !... 
Amour ! qu'as-tu fait de ta flamme ! 
Hélas ! c'est ton dernier adieu !

A mes yeux blanchit la campagne 
Où tout bientôt va m'oublier ; 
Voici le col de la montagne, 
La croix au détour du sentier ! 
Et de la plaine qui s'éveille, 
Terre d'or sous un ciel de feu, 
Comme un doux murmure d'abeille 
Semble aussi monter un adieu.",octosyllabe
Antoine de Latour,Loin du foyer,1835,La chanson d'adieu,Adieu,"Je cherche au firmament une étoile nouvelle, 
Celle qui me fut chère a disparu des cieux ; 
Je ne la maudis pas, sa clarté me fut belle, 
Et son dernier rayon est encore dans mes yeux.

Peut-être un autre cœur, à mes vœux moins rebelle, 
En vers mieux inspirés ou plus mélodieux 
Me rendra les soupirs qui s'égaraient vers elle
Mais soyons-lui clément, à l'heure des adieux.

Elle ira dans ce monde où celle qui fut Laure 
Entre ses jeunes sœurs murmure, à chaque aurore, 
Le doux nom de Pétrarque et sa chanson d'amour ;

Mais jamais, dans le ciel, de sa bouche sévère,
Elle ne redira le nom de son trouvère,
Et son cœur, s'il l'a su, ne l'aura su qu'un jour.",metre libre
Antoine de Latour,La vie intime,1833,Adieu,Adieu,"Tu pars !... deux jours hélas, et tu n'es plus pour nous 
Qu'un de ces souvenirs solitaires et doux 
Dont le cœur s'empare en silence. 
Pourquoi donc venais-tu si tu devais nous fuir ? 
Hélas ! mes jours sereins au nonchalant loisir 
Ne renaîtront pas de l'absence.

Ah ! je devais penser (mais comment le pouvoir 
Quand je laissais mes yeux s'égarer chaque soir 
Sur cette place où tu reposes) 
Que l'amour ici-bas n'a que de courts instants, 
Que la vie est un songe, et qu'avec le printemps 
Hélas ! s'en vont toutes les roses.

Tu t'en vas donc aussi !... Pars, s'il est quelque bord 
Où tu sois plus aimée, où plus d'âmes d'abord 
Recherchent ton heureux empire, 
Où tu puisses ravir, sans effort et sans art, 
Plus de regards d'amour avec un seul regard, 
Plus de cœurs avec un sourire.

Tu pars ! je les maudis ces lieux où tu n'es plus, 
Et cependant jamais ne furent répandus 
Plus de trésors sur les campagnes, 
Jamais Dieu n'épancha de son sein paternel 
Parfums plus purs aux fleurs, plus mol azur au ciel, 
Plus douce rosée aux montagnes.

Tu parus, aussitôt tout s'embellit de toi ; 
Tu parus, et le jour devint plus doux pour moi, 
Et la nuit devint plus sereine... 
Adieu, gloire, avenir ! Oh ! j'aurais tout donné 
Pour sentir un moment sur mon front incliné 
L'ombre de tes cheveux d'ébène.

Tu n'étais pas venue et déjà cependant 
Je ne sais quel parfum de ton nom s'exhalant 
Allait devant ta renommée ; 
Et le jour où sur moi s'abaissèrent tes yeux... 
Où t'avais-je donc vue ? En quel songe des cieux ? 
Je crus déjà t'avoir aimée.

Oh ! comme lentement vont se traîner les mois ! 
Plus de brise dans l'air, plus d'ombre sous les bois, 
De rêverie au bord des fleuves !... 
Encore si ta voix eût laissé sur mon cœur 
Tomber un de ces mots d'ineffable douceur 
Qui consolent les âmes veuves !

Ce mot eût fait éclore un magique univers 
Où pour l'entretenir de mes regrets si chers 
J'aurais enseveli ma vie ; 
Ainsi pour se bercer d'une image d'amour 
Le cygne sous son aile en attendant le jour, 
Ramène sa tête endormie.

Mais pas même ce mot ! A l'heure du départ 
Ma furtive douleur s'exhalant à l'écart 
Évitera jusqu'à ta vue, 
Et quand de ton exil tu reviendras enfin, 
Ton œil indifférent retrouvera le mien 
Sans y chercher la bienvenue.",vers libre
Louise Ackermann,Premières poésies,1871,Le départ,Adieu,"Il est donc vrai ? Je garde en quittant la patrie,
Ô profonde douleur ! un cœur indifférent.
Pas de regard aimé, pas d'image chérie,
Dont mon œil au départ se détache en pleurant.

Ainsi partent tous ceux que le désespoir sombre
Dans quelque monde à part pousse à se renfermer,
Qui, voyant l'homme faible et les jours remplis d'ombre,
Ne se sont pas senti le courage d'aimer.

Pourtant, Dieu m'est témoin, j'aurais voulu sur terre
Rassembler tout mon cœur autour d'un grand amour,
Joindre à quelque destin mon destin solitaire,
Me donner sans regret, sans crainte, sans retour.

Aussi ne croyez pas qu'avec indifférence
Je contemple s'éteindre, au plus beau de mes jours,
Des bonheurs d'ici-bas la riante espérance :
Bien que le cœur soit mort, on en souffre toujours.",metre libre
Antoine Fontaney,"Ballades, mélodies et poésies diverses",1829,Adieu,Adieu,"Ne crois pas rallumer ma flamme, 
Adieu, séduisante beauté ! 
De l'amour la candeur est l'âme, 
Il meurt dès qu'il en est quitté. 
Ta voix, quel que soit son empire, 
Mon cœur pouvait s'en défier ; 
Mais ces yeux où l'amour respire, 
Il fallait bien m'y confier. 
Ne crois pas rallumer ma flamme, 
Adieu, séduisante beauté ! 
De l'amour la candeur est l'âme, 
Il meurt dès qu'il en est quitté.

Tes yeux, ces astres sans nuage, 
Ont gardé leur brillant regard ; 
Ton gracieux et doux visage 
Ne rougit pas avec moins d'art : 
Mais au travers de tous tes charmes 
L'amour n'a pas su pénétrer ; 
Sous tes sourires et tes larmes 
A ton cœur il vient expirer. 
Ne crois pas rallumer ma flamme, 
Adieu, séduisante beauté ! 
De l'amour la candeur est l'âme, 
Il meurt dès qu'il en est quitté.",vers libre
Albert Mérat,L'Adieu,1873,Oh ! pourquoi partir sans adieux,Adieu,"Oh ! pourquoi partir sans adieux ?
Pourquoi m'ôter ton doux visage,
Tes lèvres chères et tes yeux
Où je n'ai pas lu ce présage ?

Pourquoi sans un mot de regret ?
Est-ce que l'heure était venue ?
Si ton cœur, hélas ! était prêt,
Je ne t'aurais pas retenue.

Pourquoi t'oublîrais-je ? La main
De qui me vint cette blessure
Eut ce cher caprice inhumain,
Et pour me frapper fut peu sûre.",octosyllabe
Arsène Houssaye,La poésie dans les bois,1845,Adieu à Paris,Adieu,"Adieu, Paris, adieu, ville où le cœur oublie ! 
Je reconnais le chemin vert 
Où j'ai quitté trop tôt ma plus douce folie ; 
Salut, vieux mont de bois couvert !

J'ai perdu dans ces bois les ennuis de la veille ; 
J'ai vu refleurir mon printemps ; 
Après un mauvais rêve enfin je me réveille 
Sous ma couronne de vingt ans !

C'est au milieu des bois, c'est au fond des vallées, 
Qu'autrefois mon âme a fleuri, 
C'est à travers les champs que se sont envolées 
Les heures qui m'ont trop souri !

Les heures d'espérance ! adorables guirlandes 
Qui se déchirent dans nos mains 
Quand nous touchons du pied le noir pays des landes 
Familier à tous les humains.

Ne trouverai-je pas le secret de la vie, 
Seul, libre, errant au fond des bois, 
À la fête suprême où le ciel me convie, 
À la source vive où je bois ?

Ignorant ! Je lisais gravement dans leur livre ; 
Maintenant que je vais rêvant, 
Dans la verte forêt mon cœur rapprend à vivre 
Et mon cœur redevient savant.

Approchez, approchez, Visions tant aimées ; 
Comme la biche au son du cor, 
Vous fuyez à ma voix sous les fraîches ramées, 
Et pourtant je suis jeune encor.

Vous fuyez ! Et pourtant vous n'êtes pas flétries, 
Sous ce beau ciel rien n'est changé : 
J'entends chanter encor le pâtre en ses prairies, 
Et dans les bois siffler le geai.

Ah ! ne vous cachez pas, ô Nymphes virginales ! 
Sous les fleurs et sous les roseaux. 
Suspendez, suspendez vos courses matinales, 
Sirènes, montez sur les eaux !

Amour, Illusion, Chimère, Rêverie, 
Sans moi vous allez voyager. 
Arrêtez ! Vous fuyez ? Adieu ! Dans ma patrie 
Je ne suis plus qu'un étranger.

Il ne s'arrête pas, blondes enchanteresses, 
Votre cortège éblouissant. 
Heureux sont les amants, heureuses les maîtresses, 
Que vous caressez en passant.",vers libre
Arsène Houssaye,La poésie dans les bois,1845,Adieu aux bois,Adieu,"Bois où je voudrais vivre, il faut vous dire adieu !

Depuis l'aube égayant les moissons ondoyantes, 
Jusqu'au soleil pâli des vendanges bruyantes, 
J'ai voulu contempler la grande œuvre de Dieu.

Au bois j'ai vu passer, avec ma rêverie, 
L'altière chasseresse et la chaste Egérie ; 
J'ai vu faucher le trèfle à l'ombre du moulin ;

J'ai vu dans les froments la moissonneuse agile, 
Telle que la chantaient Théocrite et Virgile, 
Presser la gerbe d'or sur son corset de lin ;

J'ai vu, quand les enfants se barbouillaient de mûres, 
La vendangeuse aller aux grappes les plus mûres, 
Et répondre aux amants par un rire empourpré :

Le vin coule au pressoir, le vigneron est ivre, 
Le regain est fauché ; j'ai vu le premier givre 
Frapper le bois ; la neige ensevelir le pré.

Je pars, je vais revoir l'amitié qui m'oublie, 
Ton peintre et ton poète, ô charmante Ophélie ! 
Beau rêve de Shakespeare en ces deux cœurs tombé ;

Sainte-Beuve, qui pleure un autre Sainte-Beuve, 
Hugo, Vigny, Musset, Banville, urnes du fleuve 
Qui verse l'ambroisie aux rêveurs, comme Hébé.

Gérard le voyageur m'écrira du Méandre, 
Valbreuse me dira : Trente ans ! adieu, Léandre ; 
Ariel à Paris me parlera du Rhin.

Gautier, d'un fourreau d'or tirant un paradoxe, 
Viendra te battre en brèche, ô sottise orthodoxe ! 
De Philine et Mignon je rouvrirai l'écrin.

Esquiros, Thoré, Süe, armés de l'Évangile, 
Bâtiront sous mes yeux leur Église fragile 
Avec Saint-Just pour saint et pour Dieu Jésus-Christ.

La Fayette, amoureux de poésie ardente, 
M'allumera l'enfer de son aïeul le Dante : 
Janin, Karr et Gozlan diront : Voilà l'esprit !

Lamartine au banquet de Platon me convie ; 
Sand, Balzac et Sandeau me conteront la vie ; 
Grisi va me verser les perles de sa voix.

Point d'hiver à Paris ! car s'il pleut ou s'il neige, 
J'irai voir le soleil au Louvre dans Corrége, 
Ou dans votre atelier, Diaz, Decamps, Delacroix !

Oui, je retourne à toi, poétique bohème, 
Où dans le nonchaloir on fait un beau poème 
Avec un peu d'amour tombé du sein de Dieu.

Bois où je voudrais vivre, il faut vous dire adieu !


Bruyères, le 15 novembre 1845.",vers libre
René-François Sully Prudhomme,Stances et poèmes,1865,Les Adieux,Adieu,"LES JEUNES FILLES.

Amis, amis, nous voilà grandes ; 
Nos jours ont changé de saison. 
Allez préparer vos offrandes, 
Allez suspendre les guirlandes 
À la porte de la maison.

Elle a sonné, l'heure fatale 
Qu'on tremblait de voir approcher ; 
Des fleurs que la prairie étale 
Semez la route triomphale 
Où l'hymen en blanc va marcher.

LES JEUNES GENS.

Quelle solitude est la nôtre ! 
Ou dans les bras de l'homme, ou dans les bras de Dieu, 
Nos compagnes, hélas ! tombent l'une après l'autre. 
Adieu !...

Un soir s'en va l'enfant aimée : 
Sa vie en s'éteignant nous laisse un corps tout froid, 
Comme d'un cierge pur la flamme parfumée 
Décroît...

Un matin c'est une épousée : 
Elle marche à l'autel, l'œil baissé mais vainqueur ; 
Aux lèvres va fleurir la joie ensemencée 
Au cœur !

Qui êtes-vous, vierges de la veille ? 
Ange ? épouse ? pour vous quel est le meilleur sort ? 
Plus d'une ombre en passant nous répond à l'oreille ; 
« La mort... »

LES JEUNES FILLES.

Pourquoi cette parole amère ? 
Pourquoi ces pleurs dans vos adieux ? 
La fille imite enfin sa mère ; 
Mais l'amitié reste sincère, 
Bien qu'elle ait dû baisser les yeux.

Cherchez autour de vous laquelle 
N'a pas reçu son maître un jour. 
Le cœur se fixe où Dieu l'appelle ; 
Mais l'amitié reste fidèle, 
Bien que le cœur ait un amour.

LES JEUNES GENS.

Ah ! vous nous oublierez avant demain sans doute ! 
Vierges, notre jeunesse est la rosée au vent : 
Elle tombe avec vous de nos cœurs goutte à goutte ; 
Une seule en partant peut nous l'emporter toute 
Et n'en sait rien souvent.

Hélas ! où voulez-vous que nous posions nos âmes, 
Si vous changez de ciel, ô fleurs de la maison ? 
Que peuvent les vieillards, dispensateurs des blâmes, 
Qui versent à toute heure et sur toutes nos flammes 
Comme une neige la raison ?

Que peuvent nos amis, ceux que l'orgie entraîne, 
De nos soupirs cachés insouciants moqueurs ? 
Ou ceux qui, délaissés, ressentent notre peine ? 
Que peuvent-ils pour nous ? La gloire serait vainc 
À vous supplanter dans nos cœurs !

LES JEUNES FILLES.

Chacune de nous est l'aînée 
De sœurs qui la supplanteront ; 
Notre fleur d'oranger ne sera pas fanée 
Avant que leur seizième année 
Ne la demande pour leur front.

Leurs jeux nous font encore envie, 
Ils vont nous être défendus ; 
À de graves devoirs doucement asservie, 
S'éloigne de vous notre vie ; 
Peut-être ne rirons-nous plus...

LES JEUNES GENS.

Puisque l'âge est passé des gaîtés familières, 
Que la pudeur craintive a touché vos paupières 
Et qu'on vous prend la main pour l'offrir à l'époux, 
Puisque l'âge est passé des gaîtés familières, 
Mariez-vous.

Puisque Dieu lentement disperse les familles, 
Ravit aux jeunes gens l'amour des jeunes filles 
Et nous laisse gémir dans un ennui jaloux, 
Puisque Dieu lentement disperse les familles, 
Mariez-vous.

Nous sommes des enfants, on vous promet des hommes, 
D'un prospère foyer protecteurs économes, 
Peut-être moins aimants, mais plus sages que nous ; 
Nous sommes des enfants, on vous promet des hommes : 
Mariez-vous.

LES JEUNES FILLES.

Amis, votre âme n'est que tendre ; 
Rendez-la forte pour attendre, 
Pensez beaucoup et rêvez moins, 
La vierge ne peut vous entendre ; 
Portez à la vertu vos soins.

Vouez à quelque objet suprême 
Un feu plus grand que l'amour même ; 
Luttez pour devenir plus tôt 
Des fiancés comme on les aime 
Et des hommes comme il en faut.",vers libre
René-François Sully Prudhomme,Les solitudes,1869,Le dernier adieu,Adieu,"Quand l'être cher vient d'expirer, 
On sent obscurément la perte, 
On ne peut pas encor pleurer : 
La mort présente déconcerte ;

Et ni le lugubre drap noir, 
Ni le Dies irae farouche, 
Ne donnent forme au désespoir : 
La stupeur clôt l'âme et la bouche.

Incrédule à son propre deuil, 
On regarde au fond de la tombe, 
Sans rien comprendre à ce cercueil 
Sonnant sous la terre qui tombe.

C'est aux premiers regards portés, 
En famille, autour de la table, 
Sur les sièges plus écartés, 
Que se fait l'adieu véritable.",octosyllabe
Antoine-Vincent Arnault,Poésies mêlées,1826,Adieux,Adieu,"Verts bosquets, paisible asile, 
Où tout sourit à mon cœur ; 
D'innocence et de candeur 
Séjour aimable et tranquille ; 
En vain je veux retracer 
Le bonheur qui vous habite : 
Est-ce l'instant d'y penser 
Que l'instant où je vous quitte ?

Hélas ! quand les plaintes vaines 
Ont remplacé les désirs ; 
Quand ce qui fit mes plaisirs 
Désormais fera mes peines, 
Loin d'accuser de froideur 
Mon silence sur vos charmes, 
N'y voyez que ma douleur 
Et jugez-moi sur mes larmes.

Echos de ce vert bocage, 
Vous n'entendrez plus ma voix ! 
Sans moi, nymphes de ces bois, 
Vous danserez sous l'ombrage. 
Ah ! je le sens aux regrets 
Que ce penser a fait naître, 
Qui dut vous quitter jamais 
N'eût jamais dû vous connaître.

Écrit en 1791.",metre libre
Louise Ackermann,Premières poésies,1871,Adieux à la poésie,Adieu,"Mes pleurs sont à moi, nul au monde 
Ne les a comptés ni reçus ; 
Pas un œil étranger qui sonde 
Les désespoirs que j'ai conçus.

L'être qui souffre est un mystère 
Parmi ses frères ici-bas ; 
Il faut qu'il aille solitaire 
S'asseoir aux portes du trépas.

J'irai seule et brisant ma lyre, 
Souffrant mes maux sans les chanter ; 
Car je sentirais à les dire 
Plus de douleur qu'à les porter.

Paris, 1835.",octosyllabe
Évariste de Parny,Poésies érotiques,1778,Les adieux,Adieu,"Séjour triste, asile champêtre, 
Qu'un charme embellit à mes yeux, 
Je vous fuis, pour jamais peut-être ! 
Recevez mes derniers adieux.

En vous quittant, mon cœur soupire. 
Ah ! plus de chansons, plus d'amours. 
Eléonore !... Oui, pour toujours 
Près de toi je suspends ma lyre.",vers libre
Marceline Desbordes-Valmore,Romances,1830,Jamais adieu,Adieu,"Ne t'en va pas, reste au rivage ; 
L'amour le veut, crois-en l'amour. 
La mort sépare tout un jour : 
Tu fais comme elle ; ah ! quel courage !

Vivre et mourir au même lieu, 
Dire : « Au revoir ! », jamais : « Adieu ! »

Quitter l'amour pour l'opulence ! 
Que faire seul avec de l'or ? 
Si tu reviens, vivrai-je encor ? 
Entendras-tu dans mon silence ?

Vivre et mourir au même lieu, 
Dire : « Au revoir ! », jamais : « Adieu ! »

Leur diras-tu : « Je suis fidèle ! » 
Ils répondront : « Cris superflus, 
Elle repose, et n'entend plus. 
Le ciel du moins eut pitié d'elle ! »

Vivre et mourir au même lieu, 
Dire : « Au revoir ! », jamais : « Adieu ! »",octosyllabe
